sample-id,absolute-filepath,direction
N7.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121683-1-1-1_S86_L001_R2_001.fastq,reverse
N8.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121684-1-1-1_S88_L001_R1_001.fastq,forward
N8.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121684-1-1-1_S88_L001_R2_001.fastq,reverse
N7.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121685-1-1-1_S90_L001_R1_001.fastq,forward
N7.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121685-1-1-1_S90_L001_R2_001.fastq,reverse
N7.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121686-1-1-1_S92_L001_R1_001.fastq,forward
N7.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121686-1-1-1_S92_L001_R2_001.fastq,reverse
N8.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121687-1-1-1_S94_L001_R1_001.fastq,forward
N8.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121687-1-1-1_S94_L001_R2_001.fastq,reverse
N7.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121688-1-1-1_S96_L001_R1_001.fastq,forward
N7.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121688-1-1-1_S96_L001_R2_001.fastq,reverse
N8.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121689-1-1-1_S97_L001_R1_001.fastq,forward
N8.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121689-1-1-1_S97_L001_R2_001.fastq,reverse
N8.06,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121690-1-1-1_S99_L001_R1_001.fastq,forward
N8.06,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121690-1-1-1_S99_L001_R2_001.fastq,reverse
N7.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121691-1-1-1_S101_L001_R1_001.fastq,forward
N7.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121691-1-1-1_S101_L001_R2_001.fastq,reverse
N7.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121692-1-1-1_S103_L001_R1_001.fastq,forward
N7.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121692-1-1-1_S103_L001_R2_001.fastq,reverse
N8.08,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121693-1-1-1_S105_L001_R1_001.fastq,forward
N8.08,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121693-1-1-1_S105_L001_R2_001.fastq,reverse
N1.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121694-1-1-1_S107_L001_R1_001.fastq,forward
N1.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121694-1-1-1_S107_L001_R2_001.fastq,reverse
N3.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121695-1-1-1_S109_L001_R1_001.fastq,forward
N3.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121695-1-1-1_S109_L001_R2_001.fastq,reverse
N4.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121696-1-1-1_S111_L001_R1_001.fastq,forward
N4.01,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121696-1-1-1_S111_L001_R2_001.fastq,reverse
N4.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121697-1-1-1_S98_L001_R1_001.fastq,forward
N4.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121697-1-1-1_S98_L001_R2_001.fastq,reverse
N1-04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121698-1-1-1_S100_L001_R1_001.fastq,forward
N1-04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121698-1-1-1_S100_L001_R2_001.fastq,reverse
N2.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121699-1-1-1_S102_L001_R1_001.fastq,forward
N2.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121699-1-1-1_S102_L001_R2_001.fastq,reverse
N3.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121700-1-1-1_S104_L001_R1_001.fastq,forward
N3.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121700-1-1-1_S104_L001_R2_001.fastq,reverse
N4.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121701-1-1-1_S106_L001_R1_001.fastq,forward
N4.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121701-1-1-1_S106_L001_R2_001.fastq,reverse
N4.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121702-1-1-1_S108_L001_R1_001.fastq,forward
N4.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121702-1-1-1_S108_L001_R2_001.fastq,reverse
N1.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121703-1-1-1_S110_L001_R1_001.fastq,forward
N1.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121703-1-1-1_S110_L001_R2_001.fastq,reverse
N1.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121704-1-1-1_S112_L001_R1_001.fastq,forward
N1.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121704-1-1-1_S112_L001_R2_001.fastq,reverse
N2.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121705-1-1-1_S113_L001_R1_001.fastq,forward
N2.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121705-1-1-1_S113_L001_R2_001.fastq,reverse
N2.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121706-1-1-1_S115_L001_R1_001.fastq,forward
N2.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121706-1-1-1_S115_L001_R2_001.fastq,reverse
N1.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121707-1-1-1_S117_L001_R1_001.fastq,forward
N1.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121707-1-1-1_S117_L001_R2_001.fastq,reverse
N2.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121708-1-1-1_S119_L001_R1_001.fastq,forward
N2.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121708-1-1-1_S119_L001_R2_001.fastq,reverse
N3.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121709-1-1-1_S121_L001_R1_001.fastq,forward
N3.05,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121709-1-1-1_S121_L001_R2_001.fastq,reverse
N3.06,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121710-1-1-1_S123_L001_R1_001.fastq,forward
N3.06,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121710-1-1-1_S123_L001_R2_001.fastq,reverse
N1.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121711-1-1-1_S125_L001_R1_001.fastq,forward
N1.04,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121711-1-1-1_S125_L001_R2_001.fastq,reverse
N3.09,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121712-1-1-1_S127_L001_R1_001.fastq,forward
N3.09,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121712-1-1-1_S127_L001_R2_001.fastq,reverse
N1.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121713-1-1-1_S114_L001_R1_001.fastq,forward
N1.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121713-1-1-1_S114_L001_R2_001.fastq,reverse
N2.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121714-1-1-1_S116_L001_R1_001.fastq,forward
N2.02,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121714-1-1-1_S116_L001_R2_001.fastq,reverse
N2.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121715-1-1-1_S118_L001_R1_001.fastq,forward
N2.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121715-1-1-1_S118_L001_R2_001.fastq,reverse
N3.08,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121716-1-1-1_S120_L001_R1_001.fastq,forward
N3.08,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121716-1-1-1_S120_L001_R2_001.fastq,reverse
N2.08,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121717-1-1-1_S122_L001_R1_001.fastq,forward
N2.08,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121717-1-1-1_S122_L001_R2_001.fastq,reverse
N2.11,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121718-1-1-1_S124_L001_R1_001.fastq,forward
N2.11,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121718-1-1-1_S124_L001_R2_001.fastq,reverse
N2.12,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121719-1-1-1_S126_L001_R1_001.fastq,forward
N2.12,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121719-1-1-1_S126_L001_R2_001.fastq,reverse
N3.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121720-1-1-1_S128_L001_R1_001.fastq,forward
N3.03,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121720-1-1-1_S128_L001_R2_001.fastq,reverse
N3.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121721-1-1-1_S129_L001_R1_001.fastq,forward
N3.07,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121721-1-1-1_S129_L001_R2_001.fastq,reverse
N3.11,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121722-1-1-1_S131_L001_R1_001.fastq,forward
N3.11,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121722-1-1-1_S131_L001_R2_001.fastq,reverse
3d.C1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121723-1-1-1_S133_L001_R1_001.fastq,forward
3d.C1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121723-1-1-1_S133_L001_R2_001.fastq,reverse
3d.M1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121724-1-1-1_S135_L001_R1_001.fastq,forward
3d.M1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121724-1-1-1_S135_L001_R2_001.fastq,reverse
3d.A1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121725-1-1-1_S137_L001_R1_001.fastq,forward
3d.A1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121725-1-1-1_S137_L001_R2_001.fastq,reverse
3d.AM1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121726-1-1-1_S139_L001_R1_001.fastq,forward
3d.AM1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121726-1-1-1_S139_L001_R2_001.fastq,reverse
3d.C2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121727-1-1-1_S141_L001_R1_001.fastq,forward
3d.C2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121727-1-1-1_S141_L001_R2_001.fastq,reverse
3d.M2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121728-1-1-1_S143_L001_R1_001.fastq,forward
3d.M2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121728-1-1-1_S143_L001_R2_001.fastq,reverse
3d.A2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121729-1-1-1_S130_L001_R1_001.fastq,forward
3d.A2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121729-1-1-1_S130_L001_R2_001.fastq,reverse
3d.AM2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121730-1-1-1_S132_L001_R1_001.fastq,forward
3d.AM2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121730-1-1-1_S132_L001_R2_001.fastq,reverse
3d.C3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121731-1-1-1_S134_L001_R1_001.fastq,forward
3d.C3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121731-1-1-1_S134_L001_R2_001.fastq,reverse
3d.M3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121732-1-1-1_S136_L001_R1_001.fastq,forward
3d.M3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121732-1-1-1_S136_L001_R2_001.fastq,reverse
3d.A3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121733-1-1-1_S138_L001_R1_001.fastq,forward
3d.A3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121733-1-1-1_S138_L001_R2_001.fastq,reverse
3d.AM3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121734-1-1-1_S140_L001_R1_001.fastq,forward
3d.AM3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210421121734-1-1-1_S140_L001_R2_001.fastq,reverse
7d.C1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163906-1-1-1_S142_L001_R1_001.fastq,forward
7d.C1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163906-1-1-1_S142_L001_R2_001.fastq,reverse
7d.M1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163907-1-1-1_S144_L001_R1_001.fastq,forward
7d.M1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163907-1-1-1_S144_L001_R2_001.fastq,reverse
7d.A1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163908-1-1-1_S145_L001_R1_001.fastq,forward
7d.A1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163908-1-1-1_S145_L001_R2_001.fastq,reverse
7d.AM1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163909-1-1-1_S147_L001_R1_001.fastq,forward
7d.AM1,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163909-1-1-1_S147_L001_R2_001.fastq,reverse
7d.C2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163910-1-1-1_S149_L001_R1_001.fastq,forward
7d.C2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163910-1-1-1_S149_L001_R2_001.fastq,reverse
7d.M2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163911-1-1-1_S151_L001_R1_001.fastq,forward
7d.M2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163911-1-1-1_S151_L001_R2_001.fastq,reverse
7d.A2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163912-1-1-1_S152_L001_R1_001.fastq,forward
7d.A2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163912-1-1-1_S152_L001_R2_001.fastq,reverse
7d.AM2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163913-1-1-1_S153_L001_R1_001.fastq,forward
7d.AM2,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163913-1-1-1_S153_L001_R2_001.fastq,reverse
7d.C3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163914-1-1-1_S154_L001_R1_001.fastq,forward
7d.C3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163914-1-1-1_S154_L001_R2_001.fastq,reverse
7d.M3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163915-1-1-1_S155_L001_R1_001.fastq,forward
7d.M3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163915-1-1-1_S155_L001_R2_001.fastq,reverse
7d.A3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163916-1-1-1_S146_L001_R1_001.fastq,forward
7d.A3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163916-1-1-1_S146_L001_R2_001.fastq,reverse
7d.AM3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163917-1-1-1_S148_L001_R1_001.fastq,forward
7d.AM3,/home/lauro/nupeb/dados_brutos_rede_genoma/data/16s_karina/workspace/decompressed_reads/210707163917-1-1-1_S148_L001_R2_001.fastq,reverse
