Unnamed: 0	description	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	28370.54816401712	25143.83246797833	96948.95636849024	30120.99404600242	81058.79716678079	42425.10112522514	10028.340204501268	43123.76625678464	24006.37466068769	8499.183088662594	5566.313603132309	4897.862604917791	3412.6271166328875	38681.299078119206	944.275731324711
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	12122.68288608331	10939.2707146072	17630.00472663133	12017.546313894793	14648.819756009188	10416.275996721	6315.9951754011545	18183.840102233327	10082.957436653824	4990.126249571892	1037.5928370102763	1849.9840082430644	1424.5361221132937	3351.5410599363154	454.4437215297647
FUCCAT-PWY	fucose degradation	11848.236386977786	12301.89639278421	10969.48252969941	14899.112673047552	25175.714447285387	16647.89967865484	8173.957219848348	17420.20664751393	9516.506202154793	6500.056298770695	1632.0646267645116	2404.761728928496	2088.136409721781	9611.649998359226	485.42618635667066
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	17435.077915884638	13585.892067696164	43489.77807113769	11931.610881757026	9573.743371119228	8406.130647333734	8824.425343960584	22785.31975058496	10868.655213109554	5105.400711390318	970.7197966319488	3939.093971339395	2670.326335372672	4381.01909037086	531.885020425245
GALACTARDEG-PWY	D-galactarate degradation I	3295.9061442471143	1896.2818986560617	1442.5533306684588	1498.9487962623475	1607.5079693943728	1456.3011503206567	2017.471224863821	4112.263457073694	1638.2162607015648	960.3352152036618	185.20548130705103	1537.74279408109	647.6962486786773	1059.8748931984585	174.56095617022598
GALACTUROCAT-PWY	D-galacturonate degradation I	23489.382860649224	17836.067522252895	50218.774643812845	16044.330955743802	11724.561662648222	10794.114012163092	10768.201874291392	31956.284746145837	15344.670378575323	6067.004310563999	1308.675115570495	4961.987035528146	3647.7140484652778	5603.238217980443	693.9166965387294
GALLATE-DEGRADATION-I-PWY	gallate degradation II	0.0280124136669678	0.5054126220949612	3.3585107754003616	0.115632457411459	107.292959474393	19.162375027056274	436.2930937649454	82.55450061513288	217.9057838343797	102.57731971405612	23.38605030242738	909.078188967289	59.18814700496299	405.10835838004334	0.0173530650941169
GALLATE-DEGRADATION-II-PWY	gallate degradation I	7.857267224589626	23.031804293970943	24.353422174769143	56.49489888316161	288.4911013363727	106.72122319581923	547.2492273801618	95.18361654324228	234.09464696878564	106.01777239552663	38.59137057253682	909.2195074941152	64.93755217404903	450.797547413432	0.0173530650941169
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	23719.618871511422	25741.80553313402	52180.0319010984	18203.365567689794	68421.63896915202	34561.954597448814	11766.080897934948	34642.91022988897	9478.467551305886	7781.260119977396	5026.073136734392	3470.188934909845	2615.5130620500745	34461.7987704992	657.261730609719
GLUCARDEG-PWY	D-glucarate degradation I	3326.7925197104464	1711.1016917287022	1483.504924740433	1520.3167946339977	1772.4468963650704	1602.282418212939	2908.5981253346217	3660.845451222135	1533.5589220103689	846.4950998645053	193.7591825692575	1763.098112575675	855.5958261270241	1194.9252247135294	193.37983169205668
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	3295.9061442471143	1896.2818986560617	1442.5533306684588	1498.9487962623475	1607.5079693943728	1456.3011503206567	2017.471224863821	4112.263457073694	1638.2162607015648	960.3352152036618	185.20548130705103	1537.74279408109	647.6962486786773	1059.8748931984585	174.56095617022598
GLUCONEO-PWY	gluconeogenesis I	58166.25287535501	55891.56764132922	125633.7574716684	40645.15661682517	33940.59680410992	27479.69601826233	17179.938305398722	81874.08567544227	35339.62348391113	15441.422166458957	2144.1350319991543	7102.085110029063	5777.328540386907	12021.760200975932	1685.276633789579
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	3022.5066912761054	1237.0502155000595	19441.89512902054	5755.172070415659	706.8704154059137	1233.5392477796738	923.5377951278048	5542.15482122102	4293.472084768311	791.4078797587698	96.6674652014818	466.73424590204667	373.65695865596086	1158.349810218985	157.8628111311378
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	17374.654502349327	13864.988037635883	43626.4825639099	12534.182908579707	18414.167945033103	10382.445813099115	10195.16105055474	22628.87087566124	10308.236613458645	5396.333497051553	1379.4204164561104	4392.170594948072	3038.674076170425	8687.27482381782	536.9627441020904
GLUTORN-PWY	L-ornithine biosynthesis	39968.416464537455	39684.206243695815	65351.07421930906	32794.21330455549	77306.18254567395	41613.31716162287	15141.451773112103	48196.84779838167	20307.586235170314	9155.726959582056	5186.997372780512	6253.654683963824	5560.720396954499	37567.0817272509	1238.962399061793
GLYCOCAT-PWY	glycogen degradation I (bacterial)	65691.88414345025	62033.99395760149	121990.49483770654	48190.07369571719	122865.30272087184	72527.84996339331	21710.88681013032	92323.8151034937	36031.92231434692	16376.711191602288	7845.546063279703	7878.722224379828	6467.842229744679	51862.39757873953	1941.5850862616917
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	59729.099511412416	65658.39982120908	98129.62164526126	46647.55075617124	123718.08326332892	70266.00427210842	26802.26767046818	84096.42922478367	29568.164459242365	16171.775247713618	8249.895491468216	8376.20390754187	8335.197809925345	54903.97488084636	1772.4750570395545
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	77.97854634848414	305.77146767698974	1129.200725897237	1959.644532859948	2701.2767431218945	1615.7969641727889	742.9009265443775	528.05986766393	615.8273825063733	683.9326674790126	262.31505628658584	845.0898966025628	263.14647393534045	1240.0197159367697	35.785978747730255
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	57841.80847180828	59324.058756103805	126838.58790950816	42212.17896112179	80141.67027940061	55226.58605764415	23258.838623618587	84578.98677088525	33957.99135321582	16564.5355042132	5082.903531832858	7410.59327888013	6189.806269856034	22351.53767883972	1614.5763192999923
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	21931.562722476283	23520.894622650456	27642.68460388848	14191.625309030618	12125.779652126965	11997.737149302671	10776.092891223225	31438.85229446399	9901.562987884465	7125.033157917331	1366.8860313086593	5800.08119114854	3242.835973895324	6210.668752632863	776.5505528838708
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	154.40322578024524	681.5741332937482	401.6441875056569	1653.0568660373358	3073.187530390992	2639.9183520185334	4287.691374137419	1244.2503959081591	1665.2699072795815	1372.6530255871733	607.2888979275533	3388.945549567137	921.947159950128	3479.770726579968	326.7072747475753
GLYOXYLATE-BYPASS	glyoxylate cycle	81.37602952054407	359.3316431554766	1196.465549918038	3019.880343134503	2869.8322608946	1837.6447541648367	2180.16350866566	583.968391448043	748.88142955141	808.3442727956312	258.7503989495659	1850.943465293871	501.2789025783914	1579.633340267074	163.27416760947457
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	3995.0037502213368	5033.896334941465	2972.809835297919	3599.033994536068	6253.886872217799	5987.130951168023	1450.01723254711	12404.081474645129	1925.564776939232	1568.8414736085226	278.2140710008226	467.89766374927774	978.7573997965176	434.3107775236423	130.54302472686345
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	13.960504015960494	74.40757013805928	55.55520551296703	199.6578947714249	371.34627273871	325.13294302200734	169.60769586685396	91.65988663618708	103.99526424021614	142.39381974539103	60.14795677506805	122.66301649500706	111.68347369756316	154.84180697728502	16.82204736345241
HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	1570.4727358496668	2153.017736982309	21336.915974580177	2860.8448664281727	2494.0320097517824	1644.44911290633	1516.9654003583512	9227.356031946454	1467.1605456204677	1170.5544289889615	283.6912073688968	1409.4441258222978	388.2355804181833	1216.150580240944	105.51681412323477
HEMESYN2-PWY	heme biosynthesis II (anaerobic)	3386.6577131791987	9385.474921771867	25833.30599222139	4208.035263081182	7362.484706602646	5389.866994399043	5823.512111946902	15664.088238275675	1592.2201590199045	2875.3342033056147	864.0026084080198	2660.27706325546	1819.6238982909977	3367.278721560264	210.42571953581697
HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	14698.537412488366	21525.91535420265	16848.79915722482	17505.788629265946	20252.968533322797	17397.366981360796	12181.896511151976	24107.726353353995	10523.46852704388	7598.102722919165	2096.25471692118	3391.0664659408467	2575.8285046036967	5768.804715247857	655.2287731378069
HISDEG-PWY	L-histidine degradation I	10739.154023572455	4872.291762329926	36972.924518797474	3889.267022809714	4737.479169051709	4164.717854737762	1933.4700941239164	13505.407799797464	6248.095786002135	1435.6309519406825	501.62981346928	2395.75869360397	684.7299839582107	1364.1916388938566	135.20506996933096
HISTSYN-PWY	L-histidine biosynthesis	49600.72469969744	47435.78669075031	83256.33872714872	41007.54322275407	85881.81153141902	47294.12286397517	19552.086028304097	62778.8986134343	28757.16046614133	12559.028360085857	5875.768853042491	6796.460045800765	6485.754369117905	40640.32366518038	1635.2389270367405
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	20665.610252064434	27451.433016207648	51262.15133727147	21499.003403405408	26164.53886224976	17349.313818846393	11945.51593269914	33128.30492690276	17793.217031471853	10826.05588159763	2531.956554034393	3811.0032887190096	3046.268967544178	13310.47879924362	1042.8930850930917
HSERMETANA-PWY	L-methionine biosynthesis III	21870.490751769987	29621.811319034245	54900.29189161403	23827.449069035694	26594.52145605113	17872.297665684633	9526.473636265662	34973.215033925066	19783.31714232853	12573.846627276083	2601.202759843449	4481.562099156345	2068.5049537182845	13559.854039097969	1164.0654691844943
ILEUDEG-PWY	L-isoleucine degradation I	2.120110030725	9.405941951291648	2.2611881035633767	44.27530377199953	22.16817230250554	26.883745881377283	28.477070209925152	6.1323609805529085	5.750916269096551	8.188684360908645	3.9555657607167176	4.096987582120165	6.404377323664629	29.19675586336691	0.0
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	67448.02807887614	62332.91526270998	102957.3754739727	50346.2001546893	110240.04862926104	61810.60672740217	26007.85793803885	86937.9117253127	37252.36647293436	16853.492445892625	7760.709700907387	10340.839486863557	8638.161091756861	52106.57430647185	2028.6288289117376
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	132.53139436738417	523.1531072021946	174.81890782452933	578.7007224752354	971.8578847736092	895.078052743971	1099.4517773435916	755.8855773322422	1148.702330579611	711.1669287130139	110.89173188967322	1314.512833420951	356.1028084263613	918.4941566402318	106.690910176402
KETOGLUCONMET-PWY	ketogluconate metabolism	82.4711065137352	192.9613717092134	135.76547339131488	326.4241048720884	841.3216045019419	652.7225252609331	1211.0145696965158	426.0688334077888	552.5723323842972	269.6018917100502	101.53802298474707	758.5219028375849	302.1036578941737	541.34448101024	32.784528391805715
LACTOSECAT-PWY	lactose and galactose degradation I	1759.3588584800584	7184.19509565331	18221.070292846776	763.9815832898526	2124.03190459167	1864.539563862218	4034.182813996272	10310.675771218575	694.890822514758	914.99383471986	248.68665593590717	594.3260550846336	194.05890730238883	998.7431982905508	36.8421576475547
LEU-DEG2-PWY	L-leucine degradation I	105.65675756438034	109.01489255115828	1456.710906273933	2574.967230150704	2616.0797958388425	1400.1337916582934	1660.6357540839704	349.549551484615	445.55022508167167	658.9231694001561	223.0536650720854	2090.0639845644623	302.684481727028	1294.807299068653	108.83284531159092
LIPASYN-PWY	phospholipases	6.350294651823099	2.7675e-13	33.28284019717644	3.59e-13	1.7975e-13	2.18e-13	4.469499999999988e-12	4.9749999999999996e-14	4.65e-14	2.510749999999998e-12	3.2e-14	3.325e-14	5.011748662181594	20.684134455007264	36.38819251954936
LPSSYN-PWY	superpathway of lipopolysaccharide biosynthesis	100.92680895858524	318.9418847990318	156.8632142325103	291.332733847811	2.961311460144247	3.0288998064044024	143.04695606702668	350.9501608830808	307.37135042861587	2.3907655512171693	0.3221852518349605	101.28267947163104	16.53733468385341	2.76993573487931	0.0088750636396948
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	27440.559545517328	34523.33621121467	67612.86748969584	27477.62048398182	36981.63394601094	24073.703684972053	14327.259600250902	43417.093536943605	21877.11852666168	12156.674304880684	3437.4320402979	4739.743790944173	3825.1001383299313	18570.312480785546	1251.576253047867
METH-ACETATE-PWY	methanogenesis from acetate	5887.817414213458	7314.405076661024	5955.696058468727	5449.910996639678	14306.213114230975	13318.82474675167	5814.121129382819	12199.459216491625	2833.355090478829	1899.1431252610296	1286.9000632268437	2624.316626501578	3717.235421096376	2351.357599317061	104.70667764884158
METHANOGENESIS-PWY	methanogenesis from H2 and CO2	0.0	0.0	0.0	0.0	6.923483584767218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	superpathway of methylglyoxal degradation	37.20670130544853	177.0307757932644	155.53328529355872	396.6107415057384	1446.5783446353014	873.5966824633257	387.23382802317	190.29959778609145	214.53160562037303	468.3894810525094	162.17849438397505	161.81206349112446	140.5052702316584	717.1558503189451	27.91129950493885
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	0.0350155152858761	0.6317651810493649	4.198119531060893	0.1445405251461547	134.0928525234754	23.951950102916022	544.427684302027	103.18084971623357	272.1604340014405	128.12545286414635	29.214457485830746	1121.0749414088943	73.91972532080516	505.3237233634842	0.0216913053975885
NAD-BIOSYNTHESIS-II	NAD salvage pathway II	1775.1269282975563	3336.290057865104	1249.6545086827284	1539.4161970773423	2101.8051632140414	1668.4332932585032	1937.853606680244	2087.200684128538	1129.716698245954	1518.0229833102028	211.5307825561001	1298.20538682258	666.4475370068601	1120.7448471931211	72.94950252072078
NADSYN-PWY	NAD biosynthesis II (from tryptophan)	28.155413544151337	73.96074432739108	4.2437201193445	93.7851424981984	467.133308648007	311.7466449502676	1276.552009806779	205.9617841523651	398.1078015481983	207.64549201129412	111.17141503122885	1432.9365213278816	174.6790924860078	886.2144434709007	12.092267220632207
NAGLIPASYN-PWY	lipid IVA biosynthesis	20900.84267514959	12820.841141084948	81986.66083988624	14464.722773466425	2892.084463985515	2934.721982977205	2404.6166690709606	31704.5383016548	20035.980663185503	4617.708911055223	170.8124687598689	2291.444448777669	609.7047591686279	1866.7161961614304	697.8146277846054
NONMEVIPP-PWY	methylerythritol phosphate pathway I	59994.40697028128	53431.744395277485	110206.0649365546	43371.09289856696	106589.65240446062	60194.2157749388	20217.377026110094	77742.58734163461	34143.914614419264	13611.361418942664	6783.307097454247	7090.400460093109	6644.396273149777	47416.69812640527	1660.9284286753043
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	86680.82104794112	86128.59199482707	152302.513064099	65795.0999454123	186729.3203187956	97885.13378842163	40134.47546181269	115482.09260042668	50674.37809971685	25740.799829907177	12927.713997810528	12117.8119400416	11145.603158795417	90108.49016527802	2678.723891966299
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	43039.22112659516	45358.81577599377	77839.19261982857	31416.812404972727	92152.49622030312	48247.65051125235	17361.520056252983	59867.335842328735	20903.34098731197	11181.578330717484	6319.5881654280265	5557.776600671194	5739.112876780308	44677.00684145097	1190.4504172104969
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	8.315983615771364	41.011928521207615	16.47406836020394	60.17067707008448	115.79448222226524	123.88940656578868	252.7124048105234	70.88166180593223	59.14640991909148	56.2838286493191	26.003572279615533	29.61562969915457	57.84020554883885	219.32679942853716	11.241893338473613
ORNDEG-PWY	superpathway of ornithine degradation	20.39270574411128	108.52821200958076	298.0733532988954	733.0938620875322	780.5022004523684	541.2419056629774	269.8520230285711	144.4480441725084	143.7181395512049	197.41130504850457	89.66458100796815	139.398674139072	144.17801042129184	208.58105901252156	26.676493477919188
