Unnamed: 0	description	S210421121673	S210421121674	S210421121675	S210421121676	S210421121682	S210421121683	S210421121684	S210421121694	S210421121695	S210421121696	S210421121697
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	107540.85212925618	193126.92759088083	75274.04946971576	145066.2752578795	47478.75171574173	44364.11400401163	72513.46243104625	18947.515729078823	59648.49363296043	27130.72408113903	11951.002651619609
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	139477.7421108085	201924.70438119743	94486.19013587516	188876.29446812053	69304.18861711377	63923.14419153796	103092.99283556816	22068.763545556933	79354.06320105941	34646.68974077074	14052.86359096653
K00015	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]	1412.6046487986837	599.610152189903	124.5939707310835	5801.559613318724	447.0223638485797	281.5098286462749	429.686269339786	1216.1114474303918	369.408865485487	229.4966896642641	131.7587623551232
K00016	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]	43682.145173739824	78964.01714861991	15706.34121605385	51480.44855266982	24644.132434000057	45547.5023671488	60650.68035665062	24905.158645019364	74393.516881071	18121.54105939013	17771.20711446247
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	90290.47033201666	137085.37179012157	64013.32406085064	142851.26591796568	44790.97691189536	32621.270249975176	77770.16710217146	10367.66660132346	53809.13520787192	20006.34176038912	8390.97617695444
K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	1594.862139700269	1604.0351545946	92.8374138451754	4665.339189613393	1084.1266760387932	553.2796883139688	962.1815662685026	1557.2703861659718	1159.203687283541	402.5794343855463	402.3104823180601
K00020	mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	14483.988141594184	19903.90349285428	13570.90110827918	24031.044898093405	3259.078292686058	4783.346187680296	7522.682007452222	6373.690748905648	6197.97688771831	4401.233234607547	2741.282194333318
K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	0.3592870552768257	0.5734846380703951	0.085540266331871	0.3615006138581546	0.2033289352133755	0.8551591272141512	0.117115066459467	12.293398779120444	39.654787685309046	137.81543370118962	484.9643427969871
K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	0.0117769861460669	0.0665803306189056	0.0138857652715589	0.0949792034304942	0.0211985750629205	0.0940219296902791	0.0226092942590269	0.284965738302156	0.0613186386878892	0.0575117985447879	0.0819110048120133
K00023	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]	1435.0929586312873	379.4907100056216	150.6841520116198	5964.449996243024	389.0833994414359	135.8813321688558	168.31468100069785	981.1659857641316	314.2891841761293	297.2945195769012	237.90304784941716
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	139269.18928047997	345234.7283355179	137195.88394452145	267927.11516708776	30081.14887712965	19749.331329319797	109839.65974863712	2716.495109016144	44888.41645337623	27044.78195036853	6879.687019511948
K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	55140.21297963163	31976.17258371709	15158.388184912215	41577.82585446988	42002.17051774786	46806.94381763117	51536.52529089152	22577.67542789312	61887.91536418007	18615.12073276595	12330.603700628986
K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	2.625948253410948e-12	1.4845606569608308e-11	3.0961487608016903e-12	2.1177784389426443e-11	4.726706856139745e-12	2.096433832818667e-11	5.041258946387862e-12	6.353962495119423e-11	1.3672392084605743e-11	1.282357005995461e-11	1.826393080143621e-11
K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	86735.45145817626	205142.75790843263	102933.8909104496	188352.4607881857	20689.91618995445	13598.498754225691	82172.40361314015	2079.505912833741	32438.337629199	21478.722577175387	4905.111058370691
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	3460.4659821510973	5126.026819029437	734.8162855663209	6149.329275317511	4209.979155564351	5284.559218602438	3739.700732497081	7602.026187357829	9001.41909119174	4675.60008600841	3036.838707330068
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	68934.50018067524	139036.18903718275	43007.94086889412	54570.89908618637	31140.473034862207	30708.15198816164	37671.14343404134	11831.798074824092	34443.94585171057	12270.178559375752	6167.411585754091
K00032	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	7.100000000011155	17.210000000063065	1.3700003467240425	8.996347991748947e-11	2.0079106931530188e-11	0.000113840516051	5.190002970490389	93.61841949915872	5.460000000058081	6.560000000054474	19.157915500795912
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	61285.572219797374	173728.70268299105	47436.00753101964	97187.99887737993	13302.583782399386	16363.938889920277	51098.57777037558	9768.22947022632	29816.95571591644	11136.88425672502	6582.423237905731
K00034	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]	5329.893819191908	943.1812138549122	1042.1576163130626	3789.0167458230944	4105.054397143278	5831.613493773091	3732.0822631911633	8620.153132819163	7891.224581665512	5127.322798029614	2862.2303540413604
K00035	gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	0.0	11.412080995230122	0.0	0.0	0.0	0.0	0.0	23.00000000004836	8.0	0.0	2.7886047988697074e-11
K00036	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	59037.29764780875	175568.40494018284	47929.65929341074	98783.35169954297	11750.166560595826	14699.810923003472	51756.15281665152	9424.342216949915	26991.058554663512	11100.67541382711	6160.141223481475
K00038	E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	3.51961499826286	152.0743606906444	2.0946154711749942	8.64124924846082	6.857224078032666	5.845931485530443	157.8565972752811	98.64268147748432	8.550963878787982	1.7079129503873716	42.95579509927798
K00039	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]	0.0004329842441343	2.6003018834463165	0.0010569060007995	8.470065912663367e-05	3.0922961171139424e-05	0.0001667328393704	6.856421035306446e-05	258.000263551532	59.00021985126608	152.0002265695541	59.00023262857084
K00040	uxuB; fructuronate reductase [EC:1.1.1.57]	23783.34282412135	6482.465693939476	6132.610974511793	6979.470258832644	7991.984691210033	8646.857638293353	7039.672470017467	8133.532737356203	8788.486643002649	5793.406248215591	3624.90056917339
K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]	59674.20235572397	84341.68721310113	44179.73097350185	78188.7747325622	13716.62566763033	10089.886511431569	37269.66481550707	5506.699807633615	17688.521845535975	10033.610401096092	3867.7736289970367
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	21198.47613634503	19459.657280164414	3605.916437178272	10326.898383094678	7422.450717816498	7947.439737541827	6002.843582903719	10108.941698366434	9738.246884391076	5925.058653122127	3787.4648681169615
K00045	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	3396.537570374063	34589.1014322597	1.4166753140268389	5453.738681308031	427.1497804033596	64.57283476160332	268.5762798297124	102.26144797630585	508.7873433629194	6.874662187996693	21.84490872654188
K00046	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	91275.10740824213	156300.94699403486	49802.3458240799	93276.44877401408	25255.020978399625	18994.38538275904	43850.79000057743	11941.551193265615	34120.92271927634	15043.302279530464	7679.70550018537
K00048	fucO; lactaldehyde reductase [EC:1.1.1.77]	56427.79034218506	161007.81934747827	35650.98624098883	86416.68603012853	19574.644766240748	21233.908142349617	43109.07516298594	7353.3111912516015	34511.72962756966	8932.608150975919	4943.909780887427
K00049	GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	2.1355500375588235e-05	0.000156327575249	2.446069154546034e-05	0.0001660366784018	4.187894800435085e-05	0.0001677739294678	4.24452522068178e-05	0.0009107286486358	0.0001076456451093	0.0001031098383239	0.0001433330157143
K00050	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	10377.684169803844	15598.79167319184	2529.553594743906	11947.228869029572	5677.90328572276	3756.6018222891935	3202.652917781092	2737.181952783988	8578.873903101368	2656.6427080659078	1035.770220390348
K00051	E1.1.1.82; malate dehydrogenase (NADP+) [EC:1.1.1.82]	0.0001811959736919	0.0010243781970697	0.0002136408014437	0.0014613118358656	0.6914316683923808	2.8880226465417422	4.146980951349404	21.06439432495796	1.0177929405624817	1.6274038854398425	2.644628798459229
K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	112764.22249313357	196494.94254783363	78569.43405886364	156236.0088201387	49025.63180591176	45913.0373425488	77725.95283221739	18443.2587609178	61665.22545598184	28222.22447016037	12098.423716134628
K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	109084.68187324482	194255.88412215063	81906.80337531454	156985.06953294593	47336.3105593458	43650.00881562616	74112.85745789233	17709.89145903119	58315.8449366709	27311.615788135507	11475.399354707495
K00054	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	3010.476931964798	15573.812942912124	2150.084860946003	10367.218547179518	1493.8286224835238	6228.787914148643	17551.80466577341	2980.58402629097	12711.497794499204	1482.309637812972	2719.562381649961
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	1098.3763508488305	9696.348655558537	1446.889396105563	5469.03139547319	1797.8945189695348	2847.454384065733	3480.4795676374706	2021.462382150837	9392.617442565128	1637.2384070035523	1865.8066744227172
K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	120005.8974760418	202173.06411168963	94837.37969296987	192819.63245216207	53696.22162654226	52495.098994434666	113294.07330893504	18558.41714736918	80819.03857531185	31195.888122365413	14210.672261319662
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	195604.08525494015	203797.355038494	99684.12908020645	199354.0012057047	82423.17543380808	71055.06964129454	110995.02690097757	38660.742303879015	106705.59513648025	45863.13595378096	23402.349690524432
K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	255136.2462500576	392772.6977622565	167122.09817085913	334387.1126556244	134902.8464544958	148272.55153673512	227578.5560124453	68459.34104934798	192173.93920435704	76241.04045035332	37580.776866625325
K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	26566.96809769854	40859.8324907383	13249.985057325766	17369.29666530634	11249.696544216808	6321.016800374487	7762.074026333893	4904.13718179661	10491.601209713164	6594.188280574818	3401.4540814421466
K00061	RDH5; 11-cis-retinol dehydrogenase [EC:1.1.1.315]	0.0	0.0	0.0	0.0	0.0	3.177011915413308e-18	0.0	0.0	0.0	0.0	0.0
K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	212.72821426731304	199.775650016766	300.68598339186764	190.1593170616653	202.1543074244916	1009.4471765581608	456.8791006664874	1774.2381764343768	544.989914082206	1032.016434559756	725.9297235761604
K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	14186.633210584316	6462.598493929474	1651.7416974421824	8432.372682812744	9439.545672867858	13050.05080931972	7344.136163046975	15642.274858927649	16026.437421029364	8744.245405620943	6097.128895031659
K00066	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	2128.7772145028443	22012.9927191928	1.7533066928995251	3500.87270231454	274.9020231551752	58.08073573101069	1230.2516300916132	234.46317682575503	356.9254040167881	48.629685760231446	309.56185041036963
K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	178521.44101901236	406819.7851802351	129236.05908845487	248677.83476846773	48057.51795786079	40106.92011020161	123510.30618467234	17627.811638829615	67450.72229240366	30552.781085798943	13099.939955217147
K00068	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	1179.6492172591825	4157.050031108925	1813.5350057873773	1901.3104837650435	2481.576976621592	10234.22308918621	3694.3207492772094	9384.354288296185	7196.060020529812	5853.32630739356	4857.189508555308
K00069	HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	0.0149437879003249	0.7704334165621411	11.914561191438718	0.0012062015316968	31.24447188283913	0.0669199426347341	0.0565783175361854	57.42964152782879	3.6743527770941022	14.022555768188338	4.584837615155638
K00073	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	1093.4743287428255	699.0432327553216	471.198048953446	230.8644284607668	686.6094524099805	598.7459866768165	309.41349061688214	501.1907921607301	1341.7284146374564	270.35538864882994	198.58945900688295
K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	50206.061625723785	12040.37903125564	8742.265313253192	29336.002402644477	40811.53213960502	39019.65843538877	27487.724605895382	17781.05549750094	56608.29464368975	17288.52423462779	10040.307418191407
K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	118187.70231834723	212381.43173057016	83649.68819191589	193095.4538263601	53943.40576427401	52904.63145418426	111810.27358046084	21854.83482334328	81272.99794423871	30001.94997966198	14734.57350831742
K00076	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	10830.934498679328	546.1849441328667	923.342220607145	2620.3813833906506	8618.974054188124	4197.123656274025	2735.7851968775917	1211.820850850325	5412.003269820691	1697.834683704639	937.9536183861604
K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	77933.62387132556	205204.8838968346	55267.69015973898	64462.68572290418	26585.824829230223	30802.859145728136	39182.16363235153	13892.827886416126	65048.83996886469	16440.93436496678	11571.442549715506
K00078	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	3.849146317796398	64.51026735419221	2.6071403473644503	0.8461450854194391	66.50180345654267	5.104658003776565	26.24950143744161	36.94297386974685	32.767600712152074	9.234339232825048	6.181724764093179
K00079	CBR1; carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	0.0	0.0	0.0	0.0	0.0	2.14662106568289e-11	0.0	0.0	0.0	0.0	0.0
K00081	CBR2; carbonyl reductase 2 [EC:1.1.1.184]	0.0002829425881661	0.000274261888538	0.0002048580890352	0.0004102447597853	0.0006039361110096	0.0016963220253516	0.000114488393006	0.0269864533990094	0.002387601024419	0.0016366414146559	0.0012258083277987
K00082	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	6665.194624001448	9689.142405525788	1.7171821883272569	12078.821899271948	955.0751518348138	386.5881666212419	3111.704766184276	248.8602270786679	1539.183227759267	226.93240431149368	114.13655995752366
K00086	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]	1918.357253005454	2558.113470540456	981.1029491667466	3298.086693346944	4704.057959210961	3336.8970643090797	2179.704079170649	965.0890192221588	16245.770702020887	1755.8814392596428	1602.9562876467096
K00087	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	42700.26496791741	15406.271305550925	1909.866913297782	3913.15163240916	8419.65943597242	7523.258100688162	3828.951123364396	5783.2812957408405	11557.05713766974	2702.3807645528623	1430.3460490992286
K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	130684.49734077723	306128.0251271689	100686.72389765152	203511.42353159684	55546.31458541669	54714.54811539775	118272.51554219032	22334.80255097497	83559.95021631081	32927.973914203896	15633.301959172755
K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	257.06095822031097	161.80449472212098	359.8936429926824	50.28752518602802	41.42632805914562	97.27305139172644	69.02436082926496	927.848281315708	221.15825206576383	420.2735003645752	256.86710623747155
K00091	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]	894.958681096475	2937.727480167337	487.3773775113558	2236.618330440536	5084.336935144707	3740.3473887325617	1708.7569145304308	2575.3465368677507	12245.023893483309	1118.405592229915	1319.212921056244
K00093	mdh; methanol dehydrogenase [EC:1.1.1.244]	0.0001081731413279	0.0006115489501622	0.0001275425504061	0.000872396270869	0.0001947116543903	0.0008636035877237	0.0002076692927098	0.0026174471720241	0.0005632196290762	0.0005282533098749	0.0007523631759391
K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	260.066093925275	176.33794164135713	615.3163200318894	53.98475621024824	35.18976252576508	113.1108411650564	71.69437989762224	208.0660745104224	134.62494104616815	137.78079318371087	141.33790186036754
K00096	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	19264.25166471963	28042.690590941773	3505.720094905419	18743.14222498553	7001.623393583895	18537.87790428244	16129.54985214113	11319.233808750614	11777.66968251158	8682.859380483364	6299.414359411366
K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	118303.10253733204	255571.20726480416	96770.40842419956	186123.896980644	23978.34183815632	16957.3607933351	83526.44014144092	9132.183380078146	37011.21284731079	23227.0731060325	8343.815031795926
K00098	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]	1257.8260081695616	232.2928778415817	317.46736805942754	490.6737340111101	112.54394318565149	395.6169595639215	303.5100970702656	722.6813717369616	441.4786879145149	301.5231961935516	151.17772990185512
K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	119852.73731983264	196352.01999833796	92375.31209882331	183350.76106391125	53204.72082151911	47911.79419447636	97157.27365295308	19381.07377204488	70429.17042719382	31399.285558941792	12735.462197492692
K00100	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	140734.10246847177	254451.1378874399	101761.05433941427	202477.13265384443	46756.5792106247	51012.39765148091	103699.13327900755	23240.45783164368	84215.91221045709	32171.28238315776	15417.270588094972
K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	163.70846306654084	368.4302519541455	367.030349479989	3246.344758926552	23.974065224834188	109.6902830088108	559.8870276944325	1269.5861241966354	248.29869475169997	498.0610578411703	411.60798692385936
K00102	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	170.03100232609663	437.19456710029584	28.95431376696944	5653.683261269955	240.6974541009249	109.15144935063694	206.7175622740491	1343.7861546921067	423.5236931961011	730.5664631882385	349.6558478413025
K00103	GULO; L-gulonolactone oxidase [EC:1.1.3.8]	0.0021461182727276	191.58463826716095	0.1740874298799622	26.79672409866777	0.0043981915338019	0.9468615377996884	517.2777599590131	46.59999054801016	0.0163450481143703	0.011921907087946	106.5207300724439
K00104	glcD; glycolate oxidase [EC:1.1.3.15]	12458.56153550388	9564.132586209143	13985.388113469677	11988.857012398445	4707.672404796457	9665.11640379909	9353.12876640779	4547.022362282169	9936.042791770456	5415.065619650055	3591.732470230727
K00105	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]	8.004271213091874e-09	211.0142731941132	88.68563242712844	134.73185320569155	215.01952996985932	445.5610949898508	604.6185120026752	21.558065139495376	590.0914668775773	3.908810181108246e-08	5.5671110564325277e-08
K00106	XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	0.0619429946134937	0.0600425789362814	0.0448484040097641	0.0898125273763167	0.1322162616580001	0.3868779808464165	0.0250642858582849	5.907989137982409	0.5227037695291056	0.3583004983071967	0.2683591719194368
K00108	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	598.5752357952227	732.4242772867052	537.4138048081684	6195.851116999095	175.25093528482634	151.91386153098333	839.9592164313405	1693.9691339364203	313.53948279903386	663.429231008261	586.4004404267976
K00109	L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	0.0117769861460669	0.0665803306189056	0.0138857652715589	0.0949792034304942	0.0211985750629205	0.0940219296902791	0.0226092942590269	0.284965738302156	2.84423290354241	0.0575117985447879	0.0819110048120133
K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	79881.78006942659	80807.68980495606	40402.47005560364	106091.08810613172	33735.99087620706	35313.679793461924	59126.30754239237	19887.654210343077	48237.96522227407	21763.451432098205	10597.47850126139
K00112	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	23167.39204691244	19202.296548534407	26328.156681578435	52539.14072434315	8487.695899411212	6260.42411915756	23336.70652641488	516.0011368704804	12490.710790885634	7359.530999027452	2171.8214792343115
K00113	glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]	23512.34794042377	19236.146949131828	26690.89540922851	55187.63771112023	8528.873482079536	6273.235694004731	23607.46641629833	518.1771393857676	12554.630959007667	7404.700224800665	2181.221081655804
K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	9.413102706288	38.58935273932721	10.386999769369588	11.574883504318633	4.299265333553964	13.963600312623326	14.612014435787437	402.3507542472976	124.50073462572357	172.08741012648323	77.58777946373955
K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	159.7015263242708	139.69323421312785	358.0114791496987	31.10630652879546	10.857951457498205	67.00373704486002	45.21514603697895	528.9510792449639	103.536852685725	95.6231070297776	133.98936340638156
K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	145.16045728318875	128.5676452014716	360.8654974084924	27.1845991479578	10.149753154858788	53.95235989482073	27.087050856151208	401.4268888927612	182.56445332459828	158.4823196131388	128.99471352215292
K00118	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]	0.0176914762131511	7.7271487004084225	0.0128091074331704	0.0256512653551111	0.0377621531330474	0.1060654763437923	0.007158585403051	13.18737481861715	3.66877589344034	0.1023338439239943	0.0766457923979969
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	1438.7112976308904	1461.2633324232663	1009.8864419845607	6407.596256266671	2241.406198928968	2697.0428793451965	2044.231193379736	1673.6750892271116	6319.554712470365	1335.962659609963	1376.388980217568
K00122	FDH; formate dehydrogenase [EC:1.17.1.9]	9.349369413460725	38.359503563537416	10.353336649186952	5559.574188764314	4.03486494418831	14.23628769314311	15.125449041975076	158.5859892605449	10.251957934540297	20.428577722771653	34.82994834305949
K00123	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	11865.963615333329	47530.83079219836	4550.70727484337	21382.045102797987	5610.875110922577	6382.84762920402	6843.53956805239	4534.945314090368	12262.173097079864	3250.3811171896955	2345.740071244856
K00124	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	1019.8127894190192	30032.255812868	2717.1046467755195	8869.309604970593	845.4332116680362	882.4508832032354	3174.181780894306	1038.3579737713842	2164.8276564172934	664.6914321905942	339.22188843871777
K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	0.1804234138695739	1.0200105865658633	0.2127299075853002	1.4550812845496408	0.3247621449652329	1.4404158519784245	0.3463743613859734	4.3656747747392695	9.639401472387595	0.8810806858845545	1.2548764971253583
K00126	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	9.33	40.85	10.330017700698294	12.75	4.0	18.50589236952069	15.250151651928633	182.9210545422586	18.0	25.36	35.28402056054367
K00127	fdoI, fdsG; formate dehydrogenase subunit gamma	785.2900113551052	44868.348579542864	3845.0807802703976	11750.091898807712	772.4618225522375	802.7512095298778	3411.427085609996	1032.6620677888532	2283.1687776777794	735.849547154965	297.92919323415634
K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	34286.58580552155	29747.6243089754	19667.414589827727	62100.99920314997	27951.57778813393	21495.87419668536	24834.1998975526	13224.027245070669	34220.25845614124	14446.89832227266	8271.77666113927
K00129	E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	0.0390799200144482	0.0388661375195767	0.0357337363138134	0.0593442824613823	0.102617347376897	0.3797048602658069	0.079044372775559	3.986046719619598	0.3338620947329383	0.2399237709853733	0.1755796337948568
K00130	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	691.5227964485257	1815.4296703167688	477.1706168832538	7589.124377338909	2046.6558288895585	2497.7126876572183	4085.088067517722	2034.9154264417057	5599.093155299335	839.6109506151165	1237.7884380227856
K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	5357.070089823085	1026.6011289259695	600.9003157740553	644.6077191889451	969.065433284851	1761.439400492744	736.8108039126467	2016.4215054989045	1795.5308522424648	1813.688772140245	1297.139070783246
